NH3-N,TN,TKN,TP,Orthophosphate,SST,WATER TEMP.,CONDUCTIVITY,pH,OD mg/L
0.159391,2.936141,2.901941,0.0965,0.0382,64,25.6,81000,8.5,
0.02705,1.573182,1.54387,0.0883,0.0797,44.8649,32.2,64200,8.7,12.1
0.069732,3.500253,3.427512,0.2028,0.028,95,29.3,83600,8.6,10.5
0.2749,0.5236,0.4152,0.1821,0.0233,31.1111,28.25,37940,8.5,3.99
0.0788,0.1134,0.0788,0.1226,0.0368,35.3333,26,45800,8.12,
0.2818,0.4386,0.3602,0.167,0.1762,53,27.72,63027,7.65,5.13
0.1331,0.2527,0.1929,0.055,0.0218,185,28.17,2189,8.18,5.31
0.331,0.5944,0.4627,0.1345,0.037,38,31.1,37353,7.47,2.46
0.1254,0.2435,0.2144,0.13402,0.0275,63,31.3,24400,8.41,5.79
0.041,1.903,1.895,0.28,0.03,70.8,27.3,49290,8.4,8.76
0.358,2.757,2.676,0.188,0.024,59,30,65703,8.49,5.07
0.085,2.489,2.359,0.224,0.011,33,,,8.3,4.1
0.1,2.653,2.619,0.189,0.009,160,31.9,37500,9.3,8.2
0.08482,1.086049,1.047049,0.088174,0.0256,85,24,53000,8,6.87
0.226537,2.322012,2.295977,0.195084,0.046573,44,27.8,56900,8.3,6.51
0.094161,2.764718,2.732687,0.186084,0.00359,15,,57300,8.8,7.4
0.199132,2.069261,1.822161,0.187719,0.0102,66,31.1,25500,8.5,4.65
0.105168,1.916737,1.892795,0.10983,0.01309,114,26.5,48980,8.1,5.6
0.05979,2.031342,2.026156,0.115352,0.013549,54,28.4,48130,8.2,8.3
0.122301,2.651164,2.633265,0.115933,0.034555,50,31.5,53290,8.9,5
0.135487,3.142906,3.127623,0.162301,0.017375,111.11,33.7,58400,8.1,7.6
0.47539,2.83927,2.72171,0.1243,0.0811,12,26.1,54300,7.9,5.9
0.18586,1.52276,1.47693,0.0964,0.0676,22,26.2,54900,8,4.8
0.20128,1.82147,1.70727,0.0586,0.0394,21,30.1,60200,8.1,4.9
0.808392,1.550171,1.461292,0.1174,0.0772,29.5,30.1,35600,7.8,2.3
0.107925,1.264454,1.138995,0.1147,0.0648,50.5,21.8,53500,8.2,
0.144762,1.514922,1.316352,0.1458,0.1529,124,26.4,56800,8.3,8.1
0.068548,2.004652,1.960388,0.1471,0.1021,69.7143,24.1,52300,7.8,6.9
0.048163,3.378511,3.362723,0.2139,0.0316,81.25,29,91000,8.5,8.4
0.2569,3.307415,3.26392,0.4156,0.0467,33.5,30.8,71400,7.8,5.4
0.323706,2.706837,2.676243,0.0895,0.0356,64.8,32.3,83900,7.7,3.7
0.078,0.1495,0.078,0.1341,0.0742,39,28,53633.3333,8.1933,5.54
0.0853,0.4545,0.2699,0.1189,0.0523,37.1429,,53966,7.88,5.71
0.0924,0.8156,0.454,0.1547,0.0483,68,32.6,12387,7.71,6.36
0.4106,0.9762,0.6934,0.0726,0.0076,56,30.7,22480,7.11,2.68
0.2213,1.1685,1.1295,0.11055,0.0522,29.5,31.8,23980,7.55,1.68
0.132,0.361,0.349,0.11,0.02,48,26.6,34630,8.43,5.34
0.285,2.032,1.987,0.151,0.046,40.8,26,55930,8.27,3.11
0.472,2.23,2.18,0.175,0.01,29.2,31.9,36440,7.9,2
0.101,1.894,1.865,0.161,0.028,120,30.8,32867,8.8,5
0.079534,0.9497,0.9173,0.0749,0.03534,19,25,48400,8.2,7.77
0.204332,1.460506,1.4333,0.131416,0.038011,35,27.9,56500,8.2,6.13
0.142239,1.618326,1.5788,0.1454,0.038784,52,31.8,15500,8.9,3.54
0.021372,1.885072,1.879592,0.241273,0.024886,48.75,30,23660,8.3,1.4
0.024498,1.554357,1.547982,0.074589,0.012261,40.5,25.9,51400,8.2,6.5
0.1413,2.253177,2.235708,0.134808,0.015857,40,28.1,53800,7.9,3.9
0.06207,1.746311,1.740983,0.079773,0.024723,34.5,29,53150,8.3,5.7
0.342573,2.568906,2.47078,0.145323,0.020504,113.33,31.9,45300,7.7,3.2
0.13719,1.79603,1.7426,0.0666,0.0401,13,24.6,48500,7.8,6.2
0.15969,1.2095,1.15819,0.0692,0.0469,19,25.8,54800,8,7.4
0.04834,1.43216,1.30522,0.0426,0.0313,13.5,29.4,58700,8.4,7.3
0.691024,2.038118,1.61792,0.2468,0.1049,184,31.2,14190,8.4,3.5
0.271411,1.137358,0.896561,0.0884,0.0686,33.5,21.9,48700,8.3,7.6
0.101859,1.337286,1.076419,0.1114,0.1231,93.3333,22.2,50000,8.2,8.3
0.047522,1.747613,1.678372,0.1051,0.107,39.5,24,51000,7.8,6.8
0.091275,2.894688,2.870585,0.1429,0.0098,42.1622,30.6,54100,8.5,7.4
0.135736,1.434305,1.381676,0.3298,0.0403,26,30.1,56300,7.9,6.4
0.283753,2.350454,2.30172,0.0943,0.0623,13.65,32.5,49400,7.7,5
0.1353,0.2394,0.1353,0.1008,0.0585,13.75,27.7367,53546.6667,8.0767,5.08
0.0773,0.286,0.0773,0.1208,0.0544,15.5,20.82,53065.8,7.85,7.07
0.0244,0.3152,0.3092,0.1282,0.0334,80.5,27.91,53258,8.13,8.07
0.003,0.0193,0.003,0.0275,0.0656,45.5,29.72,37737,6.48,4.78
0.1347,1.1363,0.7738,0.2038,0.0528,158,31.3,5700,7.75,6.34
0.3202,1.971,1.2891,0.2488,0.0033,141.67,30.6,2068,7.45,6.74
0.168,1.221,1.19,0.114,0.019,25,30.8,46585,8.06,7.06
0.08,0.101,0.08,0.09,0.02,41,25.8,36010,8.5,7.9
0.145,1.19,1.076,1.076,0.025,39.5,29.2,53283,8.1,4.4
0.113,1.163,1.133,0.118,0.014,21.5,27.9,56733,8.9,5.9
0.099,0.712,0.678,0.086,0.017,14,33.5,12430,7.9,5.5
0.209,0.86,0.646,0.133,0.039,113.3,30.1,9980,7.6,7.5
0.085,0.615,0.435,0.031,0.036,165,29.6,3870,7.9,6.4
0.089537,1.17224,1.156,0.0956,0.03973,24,23.3,52400,8.2,7.37
0.083322,2.059674,2.049061,0.12392,0.029999,17,25.7,57300,8.1,8.96
0.044042,1.605158,1.574548,0.107601,0.028059,90,32.1,7790,8.1,8.14
0.114877,0.636683,0.416437,0.126766,0.056152,66,33,3080,8.1,6.02
0.109845,0.779685,0.482688,0.250453,0.044176,98,30.2,4300,7.6,5.5
0.082437,0.857844,0.734099,0.130519,0.029796,25,29.9,11830,7.9,5.05
0.024681,0.748628,0.6032,0.0843,0.022968,5,27.6,16940,8,6.4
0.097105,1.762726,1.7504,0.0587,0.021923,32.5,28.6,45890,7.9,8.3
0.383352,2.20989,2.206833,0.154474,0.027175,66.5,30.8,55100,7.6,6.8
0.24469,2.964638,2.570498,0.99036,0.071513,1030,28.4,,7.6,6.18
0.199201,1.207722,0.763525,0.303223,0.067588,82.73,30.8,,7.8,6.6
0.231884,0.641375,0.540167,0.14428,0.029375,152,29.3,,7.8,6.85
0.06021,0.45621,0.38076,0.06439,0.01738,10,26.4,,8.1,7.2
0.03734,1.30957,1.30044,0.09524,0.05107,10,26.9,50000,7.6,8.4
0.02,1.53208,1.51884,0.09581,0.04109,25,28.5,58800,8,6.9
0.47244,2.183012,2.175618,0.1641,0.02432,69.6296,32,71900,8,7.1
0.30356,1.2073,0.6986,0.12303,0.06804,61,30,,7.3,6.77
0.2297,0.8327,0.65464,0.16063,0.04324,188,30.8,,8.3,6.82
0.07596,1.55703,0.81113,0.10957,0.05381,11,24.4,15490,8.1,7
0.02622,1.17617,1.16874,0.10365,0.08077,23.5,25.6,50800,8.1,9.2
0.07389,2.08144,2.03905,0.12922,0.10968,25,23.6,51300,7.9,7.4
0.07391,1.60796,1.53595,0.11972,0.06633,19,32.1,65500,8.2,8
0.15848,1.34855,1.12906,0.16963,0.04594,117,30.3,132,8.1,6.89
0.20119,1.71872,1.4909,0.17648,0.01208,19,25.8,19800,8.4,7.9
0.07716,1.44977,1.22424,0.10759,0.04215,26.5,26.4,29100,8.1,7.6
0.06275,1.9251,1.33406,0.49589,0.06465,360,30.4,170,8.1,6.8
0.13608,2.39546,1.87789,0.78776,0.05437,901.5,27.4,91,7.2,7.24
0.1088,0.3739,0.2415,0.1082,0.0705,23.6667,,53543.3333,8.1367,5.02
0.091179,0.135618,0.126522,0.135436,0.014647,37.62,,55392.54,7.6824,5.1992
0.003,0.0262,0.0146,0.1037,0.0385,45.3333,26.4,54687,7.87,7.29
0.0562,0.0784,0.0673,0.0491,0.0192,149,22.03,57077,8.21,5.61
0.1126,0.8628,0.4877,0.2309,0.0528,196.67,33.8,6920,7.74,5.19
0.0763,1.084,1.0473,0.082,0.0243,20.5,30.7,46350,8.09,7.23
0.115,0.129,0.115,0.081,0.021,26.3,25.2,37753,8.4,7
0.189,1.392,1.335,1.335,0.015,18,25.8,54150,8.5,8.5
0.175,1.75,1.387,0.136,0.008,20.8,29.9,55323,8,5.1
0.352,0.785,0.75,0.082,0.015,12,33.9,12256.7,8.2,2.7
0.085,0.835,0.555,0.183,0.063,203.3,,6000,7.7,7.4
0.078,0.852,0.694,0.176,0.041,120,29.4,9410,8.1,6.7
0.160948,1.1256,1.0968,0.0719,0.029842,8,23.1,52400,8.2,7.37
0.038976,0.888874,0.883385,0.088526,0.031172,14,24.7,56600,8.2,8.08
0.076593,1.560301,1.52359,0.101052,0.024138,31.52,31.5,8770,8.2,7.98
0.107906,0.774521,0.568591,0.129531,0.049808,92,31.2,901,7.9,4.21
0.150796,1.219033,0.966382,0.338943,0.051501,250,29.9,10170,7.8,4.83
0.06551,1.080864,0.956169,0.125634,0.028605,19,30.2,14750,8.2,4.8
0.014271,,1.7594,0.081,0.081,54.67,26.3,51100,8.1,6.68
0.132219,1.886469,1.8086,0.0491,0.021834,32,25.1,53800,8,6.9
0.072217,2.014992,1.987324,0.073093,0.026487,24,31,53000,7.5,6.7
0.19945,2.628855,2.235379,0.875154,0.071645,1090,27.5,163,7.8,5.67
0.206681,0.866038,0.742579,0.299036,0.026452,52.59,31,839,7.7,6.22
0.235718,0.423718,0.317875,0.10997,0.027404,59,29.4,1415,8.4,6.67
0.05359,1.59449,1.54905,0.07024,0.01571,10,24.1,42200,8,7
0.03491,1.25826,1.21671,0.08447,0.04216,10,23.6,51800,7.8,7
0.0316,1.42564,1.412,0.1019,0.0258,36,24.8,54800,8,6.2
0.051048,0.833583,0.80719,0.03089,0.02776,12,29.7,60400,8,7.2
0.3643,1.07309,0.58641,0.09345,0.06576,33.5294,30.6,3380,7.9,6.59
0.0145,0.75127,0.57501,0.12254,0.00744,115,31,4210,8,6.54
0.09803,1.55783,0.88884,0.08076,0.03716,20.5,21.9,34800,8.1,7.6
0.04519,1.04556,0.99869,0.0799,0.08583,10.5,23,50800,7.7,8.6
0.0702,1.95024,1.89284,0.11385,0.10025,18,21.9,48600,7.8,7.4
0.1021,1.44388,1.38247,0.08958,0.06322,11.5,30.2,61300,8.4,9.3
0.14521,0.81187,0.55752,0.10648,0.04522,50,29.5,281,8,7.01
0.08607,2.47833,2.18108,0.22729,0.04549,27.5,25.9,53100,8.3,7.9
0.02393,2.33734,2.31265,0.06332,0.02008,30,26,55100,8.2,8.1
0.06118,5.83198,5.13164,0.29676,0.0646,198,29.1,3080,7.9,6.7
0.12674,2.233638,1.71992,0.57145,0.05529,535.5,27.6,107,7.2,6.85
0.0882,0.143,0.1156,0.0467,0.0205,174,25.5,57087,7.74,5.17
0.041,0.0706,0.0558,0.1063,0.0169,56.5,,64533,8.06,7.45
0.1107,0.1365,0.1236,0.1505,0.0107,55,29,13760,6.92,6.94
0.003,1.981,1.9667,0.22201,0.0152,84.29,31.8,12310,7.53,7.19
0.028,0.999,0.982,0.14,0.02,288.6,25.5,52510,8.1,6.9
0.087,1.625,1.615,0.166,0.025,162,29.1,54456,7.8,7
0.079,2.057,2.034,0.191,0.017,85,35,59200,8.2,6.8
0.089,0.816,0.772,0.081,0.01,33.8,33,14877,8.1,6.9
0.054477,1.569642,1.542642,0.22829,0.013,210,30.9,48100,8.8,9.91
0.057113,2.453218,2.442956,0.210025,0.048964,260.38,34.5,77000,8.6,11.59
0.054421,2.351508,2.24997,0.248595,0.025896,98,34.3,70100,8.6,9.53
0.125201,1.331352,1.280068,0.318931,0.318931,66,36.7,5300,9,8.96
0.114926,3.30632,3.29524,0.347477,0.009029,190,27,41260,7.9,6.1
0.338035,1.869256,1.85549,0.410274,0.410274,402.86,32.3,48900,7.8,4.7
0.060349,2.189844,2.182285,0.202589,0.035288,180,33.9,63200,8.7,6.6
0.436726,1.33641,1.068868,0.389822,0.051983,175,30.5,3260,7.9,4.1
0.21339,2.20036,2.15957,0.384,0.0232,346.6667,26.8,63300,8.6,10.9
0.11217,3.79185,3.76544,0.576,0.0854,636.6667,34,92400,8.1,6.53
0.22584,2.42547,2.39301,,,253.8462,29,102800,8.2,3.84
0.07031,1.548256,1.462172,0.0997,0.001,38,35.3,58300,8.2,11
0.12685,1.98478,1.95188,0.2444,0.0248,348.3871,29.7,50000,8.4,11.95
0.1776,4.32248,4.05031,0.3884,0.06,346,28.8,88400,8,7.25
0.32794,4.56007,4.52884,0.5861,0.1078,1255,32.1,89400,8.3,7.39
0.07788,1.95397,1.94041,0.2284,0.0358,41.1765,26.7,9620,8.9,10.73
0.13391,3.52223,3.49682,0.1446,0.047,125.8824,32.9,71500,8.1,9.7
0.37827,1.663533,1.39132,0.1374,0.0989,108.4,31.9,3790,7.5,5.1
0.094,0.4761,0.3428,0.1292,0.0175,10,26.12,429.33,8.86,11.42
0.0462,0.6597,0.653,0.1349,0.0268,34.5,30.7,365,7.71,6.68
0.0509,0.857,0.8283,0.0813,0.034,12,30.8,332,6.32,
0.0784,1.1377,0.6102,0.7049,0.0554,2825,30.8,169,7.73,7.73
0.1958,1.2341,0.5322,0.108,0.0748,260,29.7,110,7.36,7.91
0.043,0.331,0.291,0.102,0.022,10,31.1,161,9.07,12.06
0.11,0.79,0.34,0.1,0.03,10,26.7,256,7.91,7.2
0.136,0.724,0.55,0.551,0.053,9.5,30.3,391,8.2,5.6
0.197,0.725,0.699,0.161,0.002,45.8,33.7,271,9,10.4
0.152,0.436,0.407,0.06,0.023,7.3,32.8,136,8.6,4.5
0.218,0.967,0.776,0.369,0.043,345,31.6,116.1,8.2,7.6
0.103,1,0.711,0.112,0.04,82.5,29,162,7.2,7.2
0.13239,0.18119,0.13239,0.159952,0.0414,10,25,174.7,7.9,8.43
0.074874,0.494452,0.413768,0.087326,0.033885,10,30,266,8.9,9.37
0.096985,0.512435,0.469508,0.131819,0.072004,10,32.1,301,8.6,8.92
0.057271,0.746466,0.543104,0.932226,0.058642,96.67,32,158,7.7,5.71
0.065831,0.865885,0.506209,0.26822,0.064397,190,30.1,114,7.9,6.21
0.021016,0.416141,0.226451,0.061511,0.01097,7.5,31.3,148,8.3,8.37
0.049845,0.521027,0.295539,0.095732,0.030409,10,28.4,307,8.9,9.01
0.073747,0.47514,0.470056,0.067331,0.026702,10,31.8,298,8,7.19
0.251497,3.02118,2.535248,0.73593,0.054495,780,28.7,102,7.5,6.67
0.308715,3.578382,3.152798,0.267423,0.049596,64,31.7,144,8,7.52
0.141924,0.868613,0.746558,0.277338,0.0351,116,31,129,8.3,6.82
0.05367,0.43588,0.3063,0.04854,0.05005,10,27,229,8.6,8.22
0.04756,0.46019,0.44696,0.05858,0.016,13,29.3,459,8.7,10.64
0.32799,1.19495,0.74039,0.13495,0.06324,35.29,31.1,148.5,7.6,6.99
0.2922,1.01088,0.85407,0.13442,0.02398,198,30.1,122.3,8,7.14
0.10325,0.71751,0.36948,0.11559,0.07637,14,25.3,217.2,8.3,7.92
0.096731,0.511614,0.499341,0.09414,0.07038,10,25.8,281,7.9,9.93
0.216977,4.569459,4.035237,0.68942,0.0685,913.33,29.7,115.4,7.2,6.62
0.220646,0.730802,0.509796,0.11623,0.04605,96,30.6,121,8.1,7.21
0.087867,0.758873,0.583377,0.18106,0.0407,10,26.2,252,8.3,9.21
0.105368,1.053708,0.522378,0.11258,0.05547,10,24.6,239,8.2,8.87
0.0686,0.1144,0.0915,0.1681,0.0425,256.6667,26.29,119233,8.41,3.09
0.1242,0.582,0.3506,0.1353,0.0314,16,33.6,111400,8.12,6.6
0.1094,0.1476,0.1285,0.1344,0.0111,28,30,44480,6.92,7.52
0.1393,3.9997,3.9892,0.2232,0.0084,30,32.5,11650,7.41,13.47
0.038,0.641,0.634,0.24,0.02,60,28.5,51890,8.54,8.87
0.107,3.125,3.113,0.222,0.039,6,30.4,102767,8.3,4
0.065,2.833,2.636,0.233,0.028,23,35,78220,8.5,5
0.04,1.078,1.06,0.1,0.007,13.8,33.5,22767,8.5,9.6
0.102088,5.07026,5.0041,0.263,0.023225,160,32.9,125700,8.5,11.18
0.056591,3.860752,3.809808,,,48,33.6,128500,8.9,9.72
0.085624,1.65072,1.637789,0.189175,0.014861,25,35.6,12200,8.7,6.4
0.081514,2.556337,2.5487,0.1039,0.013143,15.33,26.1,45300,8.6,7.6
0.196826,3.037268,3.020498,0.336205,0.033133,74,31.9,82900,8.4,6.5
0.076521,4.781905,4.778933,0.190351,0.07658,84.29,33.3,106700,9,3.7
0.118098,3.324263,3.319912,0.189196,0.012709,21,32.1,66300,8.5,5.3
0.28924,5.05819,4.91258,0.2395,0.0293,127,28.9,64100,8.8,12.4
0.13681,4.74368,4.68168,0.3972,0.0908,79.4118,35,135900,8.5,12.9
0.1139,3.12887,3.10934,0.2147,0.0303,54,28.6,124200,8.8,2.4
0.204154,1.847113,1.820375,0.1378,0.0396,82.5,33.7,148300,7.9,7.9
0.013064,3.545529,3.478184,0.2215,0.0338,93,29.3,75400,8.7,
0.519,5.554137,5.50391,0.4126,0.0241,307.8947,26.3,93400,8,7.4
0.250891,7.053869,7.019901,0.3249,0.1595,29,33.7,143300,8.4,
0.322686,5.501171,5.476206,0.4029,0.0248,56.6667,27.3,30100,8.8,10.5
2.290397,10.145463,10.102917,0.3038,0.0244,87.3333,29.6,111500,8.4,8.2
0.27724,4.518571,4.481511,0.1261,0.0614,10,32.1,88100,8.7,6.5
0.0688,1.6288,1.4644,0.1785,0.001,41,27.42,36070,8.7033,6.15
0.085,0.1906,0.1378,0.213,0.0447,375,35.44,122600,8.19,5.81
0.0705,0.1033,0.0869,0.1967,0.0311,25.5,33.9,101100,8.67,7.57
0.1203,0.1437,0.132,0.1433,0.0118,58,30.2,50717,8.65,9.28
0.0964,3.0608,3.0411,0.23547,0.0121,130,33.2,18210,8.79,12.2
0.099,0.245,0.233,0.1,0.03,82.5,31.8,35367,8.8,15.3
0.237,1.754,1.742,0.162,0.028,59,33.2,,7.4,2.9
0.119,1.816,1.798,0.142,0.028,17,35,89846.7,8.5,4.3
0.067,2.105,2.067,0.19,0.012,103.3,,28033,8.7,9.8
0.130915,3.0971,3.0827,0.1687,0.020218,67,30.5,79500,9,11.8
0.099811,3.300038,3.283915,0.121661,0.02917,116,33.4,97900,8.7,13.28
0.060313,2.712354,2.661765,0.228341,0.001,79,36.3,136300,9.5,9.29
0.069893,1.930521,1.910121,0.142076,0.0112,21.18,33.1,28800,8.7,8.33
0.214727,2.507481,2.491812,0.150712,0.012209,110,30.3,47900,8.4,11
0.124336,3.576783,3.566503,0.288566,0.043305,187.5,31.2,81000,8.8,7.3
0.100916,4.088979,4.08272,0.313886,0.045939,60,35.5,86100,9,8.2
0.250854,3.362823,3.353969,0.206245,0.030614,57.5,34.9,88700,8.5,9.8
0.20322,5.00674,4.77018,0.1283,0.0259,58.2353,26.2,75400,8.5,
0.14831,4.40968,4.38208,0.3036,0.0682,132.5,31,105800,8.3,7.8
0.13884,5.11709,5.08708,0.1522,0.0456,160,33.7,116300,8.4,8.5
0.265818,2.152976,2.134709,0.1168,0.0133,48,30.5,103400,8.4,4.2
0.027072,4.051005,3.963782,0.1849,0.0323,175,28.8,69200,8.8,
0.18292,4.470786,4.42186,0.2195,0.047,84,28.2,,8.1,
0.242028,4.817493,4.784868,0.1755,0.1073,51.5,30.2,114400,8.4,6.5
0.034097,2.627008,2.612397,0.1617,0.0185,45.2941,27.5,32300,8.4,12
0.278655,8.478645,8.436855,0.165,0.0193,46.5,34.7,111200,8.2,9.7
0.530393,4.235821,4.208222,0.1061,0.0667,96.3,34.7,68200,8.54,
0.0939,0.8363,0.699,0.1409,0.0421,46.6667,26.98,41346.6667,8.4067,5.81
0.0456,0.0994,0.0725,0.0911,0.035,44,33.22,107027,8.92,5.78
0.0652,0.0944,0.0798,0.1212,0.0142,80.5,39.3,86680,7.68,10.89
0.2059,0.2423,0.2241,0.0699,0.0129,47.5,31.3,57633,7.75,6.39
0.3509,2.5826,2.552,0.1019,0.0098,43.5,34.5,15800,8.33,8.7
0.121,0.52,0.489,0.1,0.03,125,31.7,39367,8.7,6.59
0.222,2.384,2.319,0.138,0.027,22.5,34.9,,8.2,2.5
0.345,2.28,2.251,0.116,0.001,26,35,89870,8.1,7
0.1,3.324,3.169,0.139,0.016,68,35,58100,8.3,9
0.088299,2.78711,2.7784,0.1254,0.021683,204,31.3,86100,8.6,
0.158263,3.66115,2.73875,0.096276,0.016,152.86,32.1,95800,8.3,7
0.065843,2.2921,2.13513,0.117486,0.023884,46,34.3,107100,8.7,8.44
0.065791,2.155968,1.966168,0.106418,0.0124,48.75,33.3,35000,8.6,9.61
0.088663,3.497882,3.481358,0.186979,0.011204,210,31.3,48500,8.2,7.8
0.189238,3.01678,3.011553,0.214861,0.035131,113,31.8,76400,7.6,6.9
0.16748,4.393262,4.388812,0.312368,0.03232,54.62,35.6,82160,8.8,6.4
0.192026,3.830143,3.821666,0.215883,0.024908,45.71,35.4,88200,8.4,
0.27202,5.28072,4.79219,0.2643,0.0285,90.4,25.3,75300,8.7,11.5
0.18514,5.49611,5.46249,0.2968,0.0542,45.5,30.8,102900,8.5,7.7
0.20289,2.51065,2.47119,0.0575,0.0275,42.5,33.2,106000,8.2,
0.077183,1.92149,1.900182,0.0979,0.0126,54,30.6,92900,7.8,10.4
0.043303,3.99694,3.937183,0.1156,0.0278,195.1613,26.8,69300,8.6,
0.173356,3.963059,3.881976,0.1783,0.0335,163.8462,28.6,90300,8,10.4
0.161181,3.985192,3.926751,0.1142,0.1062,10.5,29.9,93100,8.3,
0.10451,4.148407,4.08604,0.1172,0.0142,57.3099,27.8,56900,8.9,10.3
0.286511,8.230499,8.191701,0.1499,0.0104,76.25,34.9,111000,8.2,11.6
0.32999,2.80829,2.792636,0.0552,0.0356,56.1,34.6,68300,8.2,
0.104,2.0727,1.8938,0.1772,0.0339,123,26.28,46923.3333,7.97,3.17
0.0936,0.1192,0.1064,0.2415,0.0149,29,35,79380,7.86,5.98
0.1642,0.2096,0.1869,0.1039,0.0145,35.63,31.9,61800,7.17,4.33
0.1005,1.9808,1.923,0.11899,0.016,74,30.2,20860,7.15,4.36
0.22,0.28,0.23,0.09,0.001,31,26,39927,7.82,4.25
0.354,2.018,1.999,0.056,0.02,41.5,30.7,62620,7.67,5.97
0.058,2.479,2.453,0.134,0.03,32,35,85363.3,7.9,5.2
0.18,2.473,2.453,0.079,0.016,23.3,34.1,61200,7.8,6.3
0.098595,2.90615,2.88925,0.120631,0.009683,230,27.9,74000,8.1,6.66
0.097176,2.143684,2.118385,0.107703,0.016015,36,29.1,79700,8,5.82
0.067617,1.767169,1.650491,0.158373,0.045834,21,34.5,100600,9.5,6.58
0.026681,2.275424,2.263509,0.099517,0.036416,28,32.6,39400,7.7,3.04
0.110471,2.89397,2.882174,0.194141,0.007315,82.5,28.8,44850,8.1,6
0.090291,4.72863,4.71963,0.141704,0.019745,93.75,32.9,69600,8.3,6.3
0.159989,3.251592,3.242715,0.151138,0.020541,34.55,32.7,71200,7.9,8.3
0.116863,4.252369,4.246222,0.116221,0.034019,97.5,34.1,75900,8.1,
0.09658,4.12716,4.116,0.1556,0.0223,39,28.9,63300,8.7,18.2
0.17616,3.03849,3.01921,0.1089,0.0321,66.6667,31.4,77800,8.4,
0.21295,5.11202,5.08206,0.1399,0.0274,41,31.5,107200,8,6.8
0.38035,4.506592,4.490562,0.1423,0.0253,55,29.5,100800,8.2,2.2
0.034924,4.102582,4.019574,0.1423,0.0344,47.6923,25,57100,8.4,
0.2219,3.530748,3.48491,0.1133,0.0156,57.0588,32.4,78100,8,
0.036944,2.398169,2.375604,0.0953,0.0511,48.5,27,75700,8.3,7.3
0.159939,3.52684,3.511319,0.1343,0.0215,24,31.6,62100,8.4,10
0.1588,6.170564,6.14145,0.2145,0.0167,72.9412,30.8,89500,8.3,6.1
0.136207,3.225629,3.002327,0.0824,0.0016,18.875,32.9,55530,7.7,4.1
0.0419,2.1468,1.8652,0.1622,0.0166,68.3333,25.88,41616.6667,8.02,4.68
0.1092,0.8022,0.4557,0.1754,0.0114,128,28.82,68843,7.42,4.91
0.0769,0.1889,0.1304,0.0751,0.0158,21.5,33.4,76187,7.84,5.71
0.07,,,0.1267,0.0111,81,31.6,64957,7.68,6.52
0.1652,2.2099,2.1439,0.18271,0.0105,131,30.6,21447,8,8.51
0.05,0.6,0.54,0.1,0.01,43.1,29.5,36053,8.33,11.8
0.251,2.149,2.132,0.083,0.018,33.2,30.1,61597,7.49,5.37
0.044,1.795,1.765,0.119,0.024,19,35,84196.7,8,6.5
0.097,2.28,2.259,0.088,0.015,20,,49933,7.9,6.9
0.075747,2.5904,2.5608,0.12202,0.007318,144,30.4,71800,8.3,9.76
0.138342,1.864564,1.848997,0.121875,0.015644,132,30.8,83000,8.2,9.06
0.050578,2.756021,2.586221,0.152218,0.03594,38.75,34.7,96700,9.5,9.38
0.044342,2.213157,2.200655,0.117478,0.029586,43.75,33,40300,7.9,5.92
0.147985,2.774839,2.75973,0.194741,0.0081,66.25,29.2,43800,8.1,5.3
0.102671,3.770934,3.761934,0.115222,0.018869,136,31.5,62000,8.6,8.8
0.08431,3.150284,3.14588,0.118199,0.020365,41.43,31.7,68800,7.8,7.2
0.109126,3.762555,3.757918,0.106089,0.035027,80,34.9,78300,8,
0.10139,4.3715,4.3498,0.1572,0.0201,50,,62500,8.4,13.2
0.1797,2.96384,2.94787,0.1079,0.0286,23.3333,31.2,76400,8.4,
0.10196,4.03291,4.01325,0.1076,0.0217,82.8025,31.8,91400,8,8.5
0.163924,3.726297,3.698529,0.1286,0.0206,52.5,30.5,92200,8.6,4.4
0.086501,3.651366,3.538691,0.1415,0.0312,42.6667,25.1,54800,8.3,
0.186113,3.3499,3.306613,0.1309,0.0123,74.1935,28.8,68700,8,
0.130414,1.901928,1.877314,0.0859,0.0459,44.5,28,57000,8.3,9.1
0.1517,3.235347,3.22194,0.0933,0.0287,10,29.5,61100,8.4,8.6
0.1664,5.564682,5.53755,0.1524,0.018,36,30.2,90700,8.3,7.6
0.049033,2.465873,2.44158,0.0736,0.0068,15.6,32.8,54900,7.8,6
0.1811,1.4113,1.3288,0.1485,0.012,45,,38550,8.0267,4.93
0.0914,0.1398,0.1156,0.167,0.0129,60,28.22,77673,7.57,3.51
0.0737,0.1355,0.1021,0.0747,0.013,32,33.4,76030,7.81,4.56
0.2398,0.2696,0.2547,0.1164,0.0131,25,31.8,66680,7.1,4.26
0.1584,1.848,1.7484,0.126,0.0116,30.5,31.4,21680,7.49,4.65
0.12,0.16,0.12,0.08,0.001,17,24.9,35980,8.15,6.26
0.36,1.674,1.657,0.077,0.017,24.2,30.3,61033,7.63,3.79
0.07,1.997,1.965,0.141,0.026,20,35,81720,7.9,4.1
0.255,2.265,2.241,0.1,0.016,30,,42333,7.8,4
0.130603,2.832665,2.810565,0.12006,0.002825,47.5,27.3,67200,8.2,6.13
0.084738,1.352965,1.309497,0.094639,0.021236,58,30,74600,8,7.38
0.109591,2.83509,2.735204,0.156708,0.088314,118.33,32.8,110500,9.5,3.9
